Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Hour,Delay_Flag,Refund_Flag,Delivery_Tier,Order_Segment,Hour_Bucket,Sentiment,Feedback_Theme,Sentiment_Score
ORD034145,CUST2053,Swiggy Instamart,06:29.5,45,Fruits & Vegetables,129,"Not fresh, disappointed.",2,Yes,Yes,6,1,1,Slow,Low,Off-Peak,Negative,Product Quality,-1
ORD034146,CUST4338,JioMart,26:29.5,31,Fruits & Vegetables,175,"Easy to order, loved it!",5,No,No,26,0,0,On-Time,Low,Off-Peak,Positive,App/UX,1
ORD034147,CUST9432,JioMart,02:29.5,30,Snacks,358,"Very late delivery, not happy.",2,No,Yes,2,0,1,On-Time,Medium,Off-Peak,Negative,Speed,-1
ORD034148,CUST7777,JioMart,36:29.5,32,Personal Care,1351,Items missing from order.,2,No,Yes,36,0,1,On-Time,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD034149,CUST9059,Blinkit,16:29.5,32,Snacks,214,Excellent experience!,5,No,No,16,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034150,CUST5928,Blinkit,02:29.5,47,Snacks,394,Good quality products.,4,Yes,No,2,1,0,Slow,Medium,Off-Peak,Positive,Product Quality,1
ORD034151,CUST9533,JioMart,04:29.5,19,Dairy,350,Wrong item delivered.,1,No,Yes,4,0,1,Express,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034152,CUST6353,Swiggy Instamart,45:29.5,9,Personal Care,476,Packaging could be better.,3,No,No,45,0,0,Express,Medium,Off-Peak,Neutral,Packaging,0
ORD034153,CUST9122,JioMart,13:29.5,26,Dairy,146,Packaging could be better.,3,No,No,13,0,0,On-Time,Low,Lunch,Neutral,Packaging,0
ORD034154,CUST9215,Swiggy Instamart,13:29.5,28,Dairy,737,"Not fresh, disappointed.",2,No,Yes,13,0,1,On-Time,High,Lunch,Negative,Product Quality,-1
ORD034155,CUST5007,Blinkit,24:29.5,32,Beverages,549,"Easy to order, loved it!",5,No,No,24,0,0,On-Time,High,Off-Peak,Positive,App/UX,1
ORD034156,CUST1843,Blinkit,19:29.5,46,Beverages,172,"Easy to order, loved it!",5,Yes,No,19,1,0,Slow,Low,Evening,Positive,App/UX,1
ORD034157,CUST5349,Blinkit,51:29.5,35,Dairy,535,"Easy to order, loved it!",5,No,No,51,0,0,On-Time,High,Off-Peak,Positive,App/UX,1
ORD034158,CUST6401,JioMart,43:29.5,31,Fruits & Vegetables,289,"Fast delivery, great service!",5,No,No,43,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034159,CUST6371,JioMart,34:29.5,38,Fruits & Vegetables,366,"Horrible experience, never ordering again.",1,No,Yes,34,0,1,Slow,Medium,Off-Peak,Negative,Overall,-1
ORD034160,CUST7308,Blinkit,13:29.5,23,Grocery,873,Packaging could be better.,3,No,No,13,0,0,On-Time,High,Lunch,Neutral,Packaging,0
ORD034161,CUST6333,Blinkit,30:29.5,13,Personal Care,1239,Good quality products.,4,No,No,30,0,0,Express,Premium,Off-Peak,Positive,Product Quality,1
ORD034162,CUST8362,Blinkit,27:29.5,21,Beverages,570,"Fast delivery, great service!",5,No,No,27,0,0,On-Time,High,Off-Peak,Positive,Speed,1
ORD034163,CUST7543,JioMart,26:29.5,31,Grocery,1401,"Easy to order, loved it!",5,No,No,26,0,0,On-Time,Premium,Off-Peak,Positive,App/UX,1
ORD034164,CUST7092,JioMart,32:29.5,53,Snacks,122,"Not fresh, disappointed.",2,Yes,Yes,32,1,1,Very Late,Low,Off-Peak,Negative,Product Quality,-1
ORD034165,CUST8542,Blinkit,41:29.5,29,Beverages,835,"Not fresh, disappointed.",2,No,Yes,41,0,1,On-Time,High,Off-Peak,Negative,Product Quality,-1
ORD034166,CUST9231,JioMart,13:29.5,37,Fruits & Vegetables,247,"Not fresh, disappointed.",2,No,Yes,13,0,1,Slow,Medium,Lunch,Negative,Product Quality,-1
ORD034167,CUST7313,JioMart,15:29.5,46,Grocery,938,Good quality products.,4,Yes,No,15,1,0,Slow,High,Off-Peak,Positive,Product Quality,1
ORD034168,CUST1034,JioMart,12:29.5,39,Fruits & Vegetables,561,Good quality products.,4,No,No,12,0,0,Slow,High,Lunch,Positive,Product Quality,1
ORD034169,CUST1886,JioMart,01:29.5,38,Personal Care,765,Quick and reliable!,5,No,No,1,0,0,Slow,High,Off-Peak,Positive,Speed,1
ORD034170,CUST6776,Blinkit,56:29.5,35,Snacks,266,"Fast delivery, great service!",5,No,No,56,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034171,CUST6526,Blinkit,26:29.5,21,Dairy,374,"Very late delivery, not happy.",2,No,Yes,26,0,1,On-Time,Medium,Off-Peak,Negative,Speed,-1
ORD034172,CUST2099,JioMart,58:29.5,38,Dairy,368,"Horrible experience, never ordering again.",1,No,Yes,58,0,1,Slow,Medium,Off-Peak,Negative,Overall,-1
ORD034173,CUST3158,Blinkit,18:29.5,39,Beverages,234,Packaging could be better.,3,No,No,18,0,0,Slow,Medium,Evening,Neutral,Packaging,0
ORD034174,CUST7481,Blinkit,24:29.5,5,Snacks,272,"Very late delivery, not happy.",2,No,Yes,24,0,1,Express,Medium,Off-Peak,Negative,Speed,-1
ORD034175,CUST8847,Blinkit,04:29.5,32,Beverages,117,Very satisfied with the service.,5,No,No,4,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD034176,CUST7952,Swiggy Instamart,57:29.5,27,Dairy,536,"Fast delivery, great service!",5,No,No,57,0,0,On-Time,High,Off-Peak,Positive,Speed,1
ORD034177,CUST5278,Blinkit,49:29.5,21,Beverages,382,Good quality products.,4,No,No,49,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034178,CUST5185,Blinkit,24:29.5,32,Dairy,582,Packaging could be better.,3,No,No,24,0,0,On-Time,High,Off-Peak,Neutral,Packaging,0
ORD034179,CUST5324,JioMart,12:29.5,26,Grocery,868,Delivery person was rude.,2,No,Yes,12,0,1,On-Time,High,Lunch,Negative,Staff,-1
ORD034180,CUST4519,JioMart,31:29.5,46,Snacks,351,Wrong item delivered.,1,Yes,Yes,31,1,1,Slow,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034181,CUST7786,Swiggy Instamart,06:29.5,32,Beverages,254,Wrong item delivered.,1,No,Yes,6,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034182,CUST4673,Swiggy Instamart,10:29.5,18,Grocery,510,Wrong item delivered.,1,No,Yes,10,0,1,Express,High,Morning,Negative,Order Accuracy,-1
ORD034183,CUST3713,Blinkit,24:29.5,45,Snacks,106,Good quality products.,4,Yes,No,24,1,0,Slow,Low,Off-Peak,Positive,Product Quality,1
ORD034184,CUST8649,Blinkit,41:29.5,17,Dairy,348,Wrong item delivered.,1,No,Yes,41,0,1,Express,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034185,CUST1596,JioMart,41:29.5,54,Grocery,1460,"Very late delivery, not happy.",2,Yes,Yes,41,1,1,Very Late,Premium,Off-Peak,Negative,Speed,-1
ORD034186,CUST7023,Blinkit,54:29.5,32,Dairy,744,Excellent experience!,5,No,No,54,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD034187,CUST7735,Blinkit,41:29.5,22,Fruits & Vegetables,422,Excellent experience!,5,No,No,41,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034188,CUST2759,Blinkit,48:29.5,37,Dairy,598,Very satisfied with the service.,5,No,No,48,0,0,Slow,High,Off-Peak,Positive,Overall,1
ORD034189,CUST5183,Blinkit,02:29.5,32,Beverages,303,Items missing from order.,2,No,Yes,2,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034190,CUST8117,Blinkit,12:29.5,19,Beverages,247,Excellent experience!,5,No,No,12,0,0,Express,Medium,Lunch,Positive,Overall,1
ORD034191,CUST6818,Blinkit,58:29.5,25,Beverages,376,Good quality products.,4,No,No,58,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034192,CUST4160,Blinkit,31:29.5,45,Beverages,543,Very satisfied with the service.,5,Yes,No,31,1,0,Slow,High,Off-Peak,Positive,Overall,1
ORD034193,CUST5117,Blinkit,33:29.5,35,Grocery,903,Very satisfied with the service.,5,No,No,33,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD034194,CUST5148,JioMart,54:29.5,18,Dairy,512,Quick and reliable!,5,No,No,54,0,0,Express,High,Off-Peak,Positive,Speed,1
ORD034195,CUST3909,Swiggy Instamart,37:29.5,40,Personal Care,152,"Easy to order, loved it!",5,No,No,37,0,0,Slow,Low,Off-Peak,Positive,App/UX,1
ORD034196,CUST1693,Blinkit,26:29.5,36,Personal Care,1554,"Horrible experience, never ordering again.",1,No,Yes,26,0,1,Slow,Premium,Off-Peak,Negative,Overall,-1
ORD034197,CUST2006,JioMart,27:29.5,12,Fruits & Vegetables,372,Quick and reliable!,5,No,No,27,0,0,Express,Medium,Off-Peak,Positive,Speed,1
ORD034198,CUST5781,Blinkit,44:29.5,41,Grocery,728,Good quality products.,4,Yes,No,44,1,0,Slow,High,Off-Peak,Positive,Product Quality,1
ORD034199,CUST3472,Blinkit,33:29.5,43,Snacks,186,"Fast delivery, great service!",5,Yes,No,33,1,0,Slow,Low,Off-Peak,Positive,Speed,1
ORD034200,CUST2438,Swiggy Instamart,15:29.5,24,Beverages,760,"Not fresh, disappointed.",2,No,Yes,15,0,1,On-Time,High,Off-Peak,Negative,Product Quality,-1
ORD034201,CUST9357,JioMart,14:29.5,35,Snacks,229,Items missing from order.,2,No,Yes,14,0,1,On-Time,Medium,Lunch,Negative,Order Accuracy,-1
ORD034202,CUST8066,Blinkit,27:29.5,50,Grocery,777,Wrong item delivered.,1,Yes,Yes,27,1,1,Slow,High,Off-Peak,Negative,Order Accuracy,-1
ORD034203,CUST8259,Swiggy Instamart,59:29.5,22,Dairy,340,Excellent experience!,5,No,No,59,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034204,CUST5096,Swiggy Instamart,28:29.5,45,Grocery,431,"Not fresh, disappointed.",2,Yes,Yes,28,1,1,Slow,Medium,Off-Peak,Negative,Product Quality,-1
ORD034205,CUST8469,Blinkit,11:29.5,43,Grocery,1328,"Easy to order, loved it!",5,Yes,No,11,1,0,Slow,Premium,Off-Peak,Positive,App/UX,1
ORD034206,CUST2634,Blinkit,48:29.5,20,Dairy,418,Very satisfied with the service.,5,No,No,48,0,0,Express,Medium,Off-Peak,Positive,Overall,1
ORD034207,CUST7040,JioMart,44:29.5,14,Fruits & Vegetables,497,Very satisfied with the service.,5,No,No,44,0,0,Express,Medium,Off-Peak,Positive,Overall,1
ORD034208,CUST3249,JioMart,39:29.5,24,Beverages,677,Wrong item delivered.,1,No,Yes,39,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD034209,CUST1830,Blinkit,28:29.5,19,Snacks,116,Very satisfied with the service.,5,No,No,28,0,0,Express,Low,Off-Peak,Positive,Overall,1
ORD034210,CUST5088,Blinkit,53:29.5,22,Dairy,553,"Very late delivery, not happy.",2,No,Yes,53,0,1,On-Time,High,Off-Peak,Negative,Speed,-1
ORD034211,CUST6337,Swiggy Instamart,10:29.5,38,Beverages,880,"Horrible experience, never ordering again.",1,No,Yes,10,0,1,Slow,High,Morning,Negative,Overall,-1
ORD034212,CUST2356,JioMart,54:29.5,36,Personal Care,1861,Quick and reliable!,5,No,No,54,0,0,Slow,Premium,Off-Peak,Positive,Speed,1
ORD034213,CUST2518,Blinkit,54:29.5,37,Beverages,790,"Not fresh, disappointed.",2,No,Yes,54,0,1,Slow,High,Off-Peak,Negative,Product Quality,-1
ORD034214,CUST9645,Blinkit,38:29.5,26,Beverages,300,Quick and reliable!,5,No,No,38,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034215,CUST6695,JioMart,45:29.5,57,Beverages,139,"Horrible experience, never ordering again.",1,Yes,Yes,45,1,1,Very Late,Low,Off-Peak,Negative,Overall,-1
ORD034216,CUST1355,Blinkit,02:29.5,46,Beverages,814,Packaging could be better.,3,Yes,No,2,1,0,Slow,High,Off-Peak,Neutral,Packaging,0
ORD034217,CUST6575,Swiggy Instamart,08:29.5,32,Beverages,396,"Very late delivery, not happy.",2,No,Yes,8,0,1,On-Time,Medium,Morning,Negative,Speed,-1
ORD034218,CUST7698,Swiggy Instamart,49:29.5,36,Fruits & Vegetables,100,Packaging could be better.,3,No,No,49,0,0,Slow,Low,Off-Peak,Neutral,Packaging,0
ORD034219,CUST7128,Blinkit,38:29.5,32,Personal Care,1506,"Very late delivery, not happy.",2,No,Yes,38,0,1,On-Time,Premium,Off-Peak,Negative,Speed,-1
ORD034220,CUST2659,JioMart,44:29.5,32,Grocery,1201,"Horrible experience, never ordering again.",1,No,Yes,44,0,1,On-Time,Premium,Off-Peak,Negative,Overall,-1
ORD034221,CUST4857,Swiggy Instamart,26:29.5,38,Snacks,439,"Fast delivery, great service!",5,No,No,26,0,0,Slow,Medium,Off-Peak,Positive,Speed,1
ORD034222,CUST4666,JioMart,06:29.5,29,Fruits & Vegetables,417,Good quality products.,4,No,No,6,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034223,CUST6187,JioMart,20:29.5,24,Fruits & Vegetables,653,Items missing from order.,2,No,Yes,20,0,1,On-Time,High,Evening,Negative,Order Accuracy,-1
ORD034224,CUST9967,JioMart,32:29.5,33,Fruits & Vegetables,86,Quick and reliable!,5,No,No,32,0,0,On-Time,Low,Off-Peak,Positive,Speed,1
ORD034225,CUST6234,Swiggy Instamart,18:29.5,25,Dairy,677,"Fast delivery, great service!",5,No,No,18,0,0,On-Time,High,Evening,Positive,Speed,1
ORD034226,CUST1813,Swiggy Instamart,31:29.5,27,Snacks,278,"Very late delivery, not happy.",2,No,Yes,31,0,1,On-Time,Medium,Off-Peak,Negative,Speed,-1
ORD034227,CUST9903,Blinkit,18:29.5,15,Dairy,558,Packaging could be better.,3,No,No,18,0,0,Express,High,Evening,Neutral,Packaging,0
ORD034228,CUST2435,JioMart,37:29.5,34,Fruits & Vegetables,371,Excellent experience!,5,No,No,37,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034229,CUST5310,Swiggy Instamart,16:29.5,33,Snacks,217,"Very late delivery, not happy.",2,No,Yes,16,0,1,On-Time,Medium,Off-Peak,Negative,Speed,-1
ORD034230,CUST4072,Swiggy Instamart,13:29.5,32,Beverages,692,"Not fresh, disappointed.",2,No,Yes,13,0,1,On-Time,High,Lunch,Negative,Product Quality,-1
ORD034231,CUST4041,Blinkit,48:29.5,26,Grocery,646,Packaging could be better.,3,No,No,48,0,0,On-Time,High,Off-Peak,Neutral,Packaging,0
ORD034232,CUST4044,Swiggy Instamart,14:29.5,33,Personal Care,1546,Very satisfied with the service.,5,No,No,14,0,0,On-Time,Premium,Lunch,Positive,Overall,1
ORD034233,CUST9203,Swiggy Instamart,03:29.5,32,Dairy,295,Packaging could be better.,3,No,No,3,0,0,On-Time,Medium,Off-Peak,Neutral,Packaging,0
ORD034234,CUST8795,Swiggy Instamart,02:29.5,24,Snacks,204,"Not fresh, disappointed.",2,No,Yes,2,0,1,On-Time,Medium,Off-Peak,Negative,Product Quality,-1
ORD034235,CUST7935,Blinkit,12:29.5,41,Beverages,531,"Horrible experience, never ordering again.",1,Yes,Yes,12,1,1,Slow,High,Lunch,Negative,Overall,-1
ORD034236,CUST7729,Blinkit,37:29.5,15,Fruits & Vegetables,148,"Fast delivery, great service!",5,No,No,37,0,0,Express,Low,Off-Peak,Positive,Speed,1
ORD034237,CUST4355,JioMart,31:29.5,39,Beverages,202,"Very late delivery, not happy.",2,No,Yes,31,0,1,Slow,Medium,Off-Peak,Negative,Speed,-1
ORD034238,CUST4050,Swiggy Instamart,44:29.5,33,Snacks,329,"Fast delivery, great service!",5,No,No,44,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034239,CUST9027,Blinkit,32:29.5,37,Grocery,770,"Easy to order, loved it!",5,No,No,32,0,0,Slow,High,Off-Peak,Positive,App/UX,1
ORD034240,CUST1780,Blinkit,55:29.5,26,Grocery,446,Wrong item delivered.,1,No,Yes,55,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034241,CUST5573,Blinkit,07:29.5,25,Fruits & Vegetables,281,Wrong item delivered.,1,No,Yes,7,0,1,On-Time,Medium,Morning,Negative,Order Accuracy,-1
ORD034242,CUST3111,JioMart,18:29.5,25,Beverages,288,"Fast delivery, great service!",5,No,No,18,0,0,On-Time,Medium,Evening,Positive,Speed,1
ORD034243,CUST4394,JioMart,06:29.5,38,Grocery,554,"Fast delivery, great service!",5,No,No,6,0,0,Slow,High,Off-Peak,Positive,Speed,1
ORD034244,CUST4349,JioMart,27:29.5,32,Fruits & Vegetables,576,"Easy to order, loved it!",5,No,No,27,0,0,On-Time,High,Off-Peak,Positive,App/UX,1
ORD034245,CUST9977,JioMart,04:29.5,21,Fruits & Vegetables,354,Quick and reliable!,5,No,No,4,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034246,CUST2569,JioMart,41:29.5,29,Beverages,669,Items missing from order.,2,No,Yes,41,0,1,On-Time,High,Off-Peak,Negative,Order Accuracy,-1
ORD034247,CUST1025,Swiggy Instamart,37:29.5,29,Fruits & Vegetables,373,Good quality products.,4,No,No,37,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034248,CUST7589,Swiggy Instamart,18:29.5,40,Personal Care,414,"Horrible experience, never ordering again.",1,No,Yes,18,0,1,Slow,Medium,Evening,Negative,Overall,-1
ORD034249,CUST1664,Blinkit,22:29.5,14,Personal Care,119,"Very late delivery, not happy.",2,No,Yes,22,0,1,Express,Low,Evening,Negative,Speed,-1
ORD034250,CUST9280,JioMart,14:29.5,30,Snacks,288,Good quality products.,4,No,No,14,0,0,On-Time,Medium,Lunch,Positive,Product Quality,1
ORD034251,CUST2268,JioMart,40:29.5,34,Fruits & Vegetables,83,Very satisfied with the service.,5,No,No,40,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD034252,CUST9045,Blinkit,51:29.5,17,Snacks,352,Good quality products.,4,No,No,51,0,0,Express,Medium,Off-Peak,Positive,Product Quality,1
ORD034253,CUST1708,Swiggy Instamart,32:29.5,18,Grocery,425,Delivery person was rude.,2,No,Yes,32,0,1,Express,Medium,Off-Peak,Negative,Staff,-1
ORD034254,CUST1625,JioMart,26:29.5,27,Personal Care,1192,Wrong item delivered.,1,No,Yes,26,0,1,On-Time,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD034255,CUST6957,JioMart,14:29.5,16,Grocery,764,Excellent experience!,5,No,No,14,0,0,Express,High,Lunch,Positive,Overall,1
ORD034256,CUST3475,JioMart,00:29.5,25,Grocery,490,"Very late delivery, not happy.",2,No,Yes,0,0,1,On-Time,Medium,Off-Peak,Negative,Speed,-1
ORD034257,CUST3079,Swiggy Instamart,33:29.5,23,Snacks,367,Good quality products.,4,No,No,33,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034258,CUST2335,Swiggy Instamart,52:29.5,37,Beverages,192,Delivery person was rude.,2,No,Yes,52,0,1,Slow,Low,Off-Peak,Negative,Staff,-1
ORD034259,CUST9662,JioMart,44:29.5,31,Grocery,285,"Not fresh, disappointed.",2,No,Yes,44,0,1,On-Time,Medium,Off-Peak,Negative,Product Quality,-1
ORD034260,CUST5378,JioMart,49:29.5,43,Fruits & Vegetables,413,Wrong item delivered.,1,Yes,Yes,49,1,1,Slow,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034261,CUST6727,Blinkit,38:29.5,34,Grocery,1244,Wrong item delivered.,1,No,Yes,38,0,1,On-Time,Premium,Off-Peak,Negative,Order Accuracy,-1
ORD034262,CUST8522,Blinkit,01:29.5,42,Personal Care,254,Packaging could be better.,3,Yes,No,1,1,0,Slow,Medium,Off-Peak,Neutral,Packaging,0
ORD034263,CUST5841,Swiggy Instamart,01:29.5,27,Dairy,793,Delivery person was rude.,2,No,Yes,1,0,1,On-Time,High,Off-Peak,Negative,Staff,-1
ORD034264,CUST7658,Blinkit,09:29.5,46,Personal Care,881,Items missing from order.,2,Yes,Yes,9,1,1,Slow,High,Morning,Negative,Order Accuracy,-1
ORD034265,CUST6928,JioMart,24:29.5,16,Personal Care,1192,"Fast delivery, great service!",5,No,No,24,0,0,Express,Premium,Off-Peak,Positive,Speed,1
ORD034266,CUST1342,Swiggy Instamart,06:29.5,7,Personal Care,103,Good quality products.,4,No,No,6,0,0,Express,Low,Off-Peak,Positive,Product Quality,1
ORD034267,CUST6468,Blinkit,46:29.5,26,Dairy,457,Items missing from order.,2,No,Yes,46,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034268,CUST3174,Swiggy Instamart,05:29.5,46,Dairy,447,Excellent experience!,5,Yes,No,5,1,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD034269,CUST8750,JioMart,08:29.5,38,Dairy,618,Quick and reliable!,5,No,No,8,0,0,Slow,High,Morning,Positive,Speed,1
ORD034270,CUST1310,Blinkit,47:29.5,23,Dairy,493,"Horrible experience, never ordering again.",1,No,Yes,47,0,1,On-Time,Medium,Off-Peak,Negative,Overall,-1
ORD034271,CUST3952,Blinkit,15:29.5,16,Beverages,686,"Not fresh, disappointed.",2,No,Yes,15,0,1,Express,High,Off-Peak,Negative,Product Quality,-1
ORD034272,CUST6756,Blinkit,23:29.5,8,Personal Care,807,"Very late delivery, not happy.",2,No,Yes,23,0,1,Express,High,Off-Peak,Negative,Speed,-1
ORD034273,CUST8032,JioMart,24:29.5,27,Snacks,156,"Easy to order, loved it!",5,No,No,24,0,0,On-Time,Low,Off-Peak,Positive,App/UX,1
ORD034274,CUST2567,Swiggy Instamart,31:29.5,23,Beverages,260,Very satisfied with the service.,5,No,No,31,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034275,CUST2852,Blinkit,02:29.5,35,Grocery,1056,Excellent experience!,5,No,No,2,0,0,On-Time,Premium,Off-Peak,Positive,Overall,1
ORD034276,CUST5750,Swiggy Instamart,02:29.5,40,Beverages,695,Very satisfied with the service.,5,No,No,2,0,0,Slow,High,Off-Peak,Positive,Overall,1
ORD034277,CUST4531,Swiggy Instamart,31:29.5,29,Grocery,393,"Easy to order, loved it!",5,No,No,31,0,0,On-Time,Medium,Off-Peak,Positive,App/UX,1
ORD034278,CUST6186,Swiggy Instamart,27:29.5,19,Grocery,994,Quick and reliable!,5,No,No,27,0,0,Express,High,Off-Peak,Positive,Speed,1
ORD034279,CUST9254,JioMart,59:29.5,32,Beverages,204,Good quality products.,4,No,No,59,0,0,On-Time,Medium,Off-Peak,Positive,Product Quality,1
ORD034280,CUST4174,JioMart,49:29.5,42,Fruits & Vegetables,543,Quick and reliable!,5,Yes,No,49,1,0,Slow,High,Off-Peak,Positive,Speed,1
ORD034281,CUST1733,Blinkit,03:29.5,32,Personal Care,1372,Delivery person was rude.,2,No,Yes,3,0,1,On-Time,Premium,Off-Peak,Negative,Staff,-1
ORD034282,CUST6113,Blinkit,47:29.5,29,Dairy,463,Items missing from order.,2,No,Yes,47,0,1,On-Time,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034283,CUST1102,Swiggy Instamart,33:29.5,20,Snacks,315,Delivery person was rude.,2,No,Yes,33,0,1,Express,Medium,Off-Peak,Negative,Staff,-1
ORD034284,CUST8929,Swiggy Instamart,00:29.5,41,Dairy,145,Quick and reliable!,5,Yes,No,0,1,0,Slow,Low,Off-Peak,Positive,Speed,1
ORD034285,CUST8850,Swiggy Instamart,56:29.5,32,Fruits & Vegetables,388,Very satisfied with the service.,5,No,No,56,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034286,CUST7001,JioMart,40:29.5,27,Dairy,685,Delivery person was rude.,2,No,Yes,40,0,1,On-Time,High,Off-Peak,Negative,Staff,-1
ORD034287,CUST3023,JioMart,47:29.5,25,Dairy,379,"Easy to order, loved it!",5,No,No,47,0,0,On-Time,Medium,Off-Peak,Positive,App/UX,1
ORD034288,CUST4618,Blinkit,29:29.5,30,Fruits & Vegetables,520,Good quality products.,4,No,No,29,0,0,On-Time,High,Off-Peak,Positive,Product Quality,1
ORD034289,CUST1657,Swiggy Instamart,35:29.5,13,Snacks,397,Items missing from order.,2,No,Yes,35,0,1,Express,Medium,Off-Peak,Negative,Order Accuracy,-1
ORD034290,CUST8014,Swiggy Instamart,55:29.5,9,Grocery,260,"Not fresh, disappointed.",2,No,Yes,55,0,1,Express,Medium,Off-Peak,Negative,Product Quality,-1
ORD034291,CUST2258,JioMart,11:29.5,22,Personal Care,702,Excellent experience!,5,No,No,11,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD034292,CUST1177,Blinkit,40:29.5,37,Grocery,848,"Fast delivery, great service!",5,No,No,40,0,0,Slow,High,Off-Peak,Positive,Speed,1
ORD034293,CUST3509,Swiggy Instamart,57:29.5,21,Grocery,791,Very satisfied with the service.,5,No,No,57,0,0,On-Time,High,Off-Peak,Positive,Overall,1
ORD034294,CUST3292,Swiggy Instamart,54:29.5,29,Snacks,151,Delivery person was rude.,2,No,Yes,54,0,1,On-Time,Low,Off-Peak,Negative,Staff,-1
ORD034295,CUST2781,Blinkit,06:29.5,32,Fruits & Vegetables,319,Delivery person was rude.,2,No,Yes,6,0,1,On-Time,Medium,Off-Peak,Negative,Staff,-1
ORD034296,CUST7577,Swiggy Instamart,50:29.5,26,Beverages,400,Very satisfied with the service.,5,No,No,50,0,0,On-Time,Medium,Off-Peak,Positive,Overall,1
ORD034297,CUST8467,JioMart,12:29.5,6,Grocery,547,Delivery person was rude.,2,No,Yes,12,0,1,Express,High,Lunch,Negative,Staff,-1
ORD034298,CUST5710,Blinkit,06:29.5,34,Snacks,145,Very satisfied with the service.,5,No,No,6,0,0,On-Time,Low,Off-Peak,Positive,Overall,1
ORD034299,CUST6556,Swiggy Instamart,25:29.5,54,Fruits & Vegetables,613,"Very late delivery, not happy.",2,Yes,Yes,25,1,1,Very Late,High,Off-Peak,Negative,Speed,-1
ORD034300,CUST4295,Swiggy Instamart,30:29.5,17,Grocery,791,"Horrible experience, never ordering again.",1,No,Yes,30,0,1,Express,High,Off-Peak,Negative,Overall,-1
ORD034301,CUST8535,JioMart,31:29.5,39,Grocery,246,Excellent experience!,5,No,No,31,0,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD034302,CUST2806,JioMart,30:29.5,9,Grocery,249,Delivery person was rude.,2,No,Yes,30,0,1,Express,Medium,Off-Peak,Negative,Staff,-1
ORD034303,CUST5628,JioMart,51:29.5,40,Snacks,400,Very satisfied with the service.,5,No,No,51,0,0,Slow,Medium,Off-Peak,Positive,Overall,1
ORD034304,CUST8323,Swiggy Instamart,52:29.5,8,Fruits & Vegetables,553,Very satisfied with the service.,5,No,No,52,0,0,Express,High,Off-Peak,Positive,Overall,1
ORD034305,CUST4919,Swiggy Instamart,42:29.5,31,Beverages,784,"Easy to order, loved it!",5,No,No,42,0,0,On-Time,High,Off-Peak,Positive,App/UX,1
ORD034306,CUST3539,Swiggy Instamart,28:29.5,30,Snacks,468,"Fast delivery, great service!",5,No,No,28,0,0,On-Time,Medium,Off-Peak,Positive,Speed,1
ORD034307,CUST1716,Blinkit,51:29.5,39,Fruits & Vegetables,394,"Not fresh, disappointed.",2,No,Yes,51,0,1,Slow,Medium,Off-Peak,Negative,Product Quality,-1
ORD034308,CUST5643,JioMart,53:29.5,40,Dairy,514,"Easy to order, loved it!",5,No,No,53,0,0,Slow,High,Off-Peak,Positive,App/UX,1
