Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Hour,Delay_Flag,Refund_Flag,Delivery_Tier,Order_Segment,Hour_Bucket
ORD065372,CUST3764,Swiggy Instamart,00:29.5,31,Grocery,1240,"Fast delivery, great service!",5,No,No,0,0,0,On-Time,Premium,Off-Peak
ORD065373,CUST2377,Blinkit,37:29.5,24,Beverages,628,Very satisfied with the service.,5,No,No,37,0,0,On-Time,High,Off-Peak
ORD065374,CUST4879,Blinkit,07:29.5,35,Dairy,300,Items missing from order.,2,No,Yes,7,0,1,On-Time,Medium,Morning
ORD065375,CUST4125,Swiggy Instamart,13:29.5,16,Fruits & Vegetables,146,Wrong item delivered.,1,No,Yes,13,0,1,Express,Low,Lunch
ORD065376,CUST8601,JioMart,47:29.5,16,Fruits & Vegetables,215,"Fast delivery, great service!",5,No,No,47,0,0,Express,Medium,Off-Peak
ORD065377,CUST9756,Swiggy Instamart,00:29.5,29,Dairy,315,Delivery person was rude.,2,No,Yes,0,0,1,On-Time,Medium,Off-Peak
ORD065378,CUST1276,JioMart,03:29.5,43,Dairy,306,"Not fresh, disappointed.",2,Yes,Yes,3,1,1,Slow,Medium,Off-Peak
ORD065379,CUST1975,JioMart,10:29.5,41,Snacks,191,Wrong item delivered.,1,Yes,Yes,10,1,1,Slow,Low,Morning
ORD065380,CUST7362,Swiggy Instamart,15:29.5,25,Personal Care,1584,Delivery person was rude.,2,No,Yes,15,0,1,On-Time,Premium,Off-Peak
ORD065381,CUST9805,Swiggy Instamart,56:29.5,26,Beverages,702,Wrong item delivered.,1,No,Yes,56,0,1,On-Time,High,Off-Peak
ORD065382,CUST6059,JioMart,32:29.5,37,Personal Care,385,Items missing from order.,2,No,Yes,32,0,1,Slow,Medium,Off-Peak
ORD065383,CUST1168,Swiggy Instamart,34:29.5,30,Dairy,312,Packaging could be better.,3,No,No,34,0,0,On-Time,Medium,Off-Peak
ORD065384,CUST7700,Swiggy Instamart,24:29.5,33,Fruits & Vegetables,632,"Easy to order, loved it!",5,No,No,24,0,0,On-Time,High,Off-Peak
ORD065385,CUST5550,Blinkit,49:29.5,28,Snacks,173,"Easy to order, loved it!",5,No,No,49,0,0,On-Time,Low,Off-Peak
ORD065386,CUST3431,JioMart,38:29.5,24,Snacks,336,Wrong item delivered.,1,No,Yes,38,0,1,On-Time,Medium,Off-Peak
ORD065387,CUST4781,Blinkit,01:29.5,42,Snacks,500,Excellent experience!,5,Yes,No,1,1,0,Slow,Medium,Off-Peak
ORD065388,CUST6932,Swiggy Instamart,07:29.5,31,Dairy,229,Excellent experience!,5,No,No,7,0,0,On-Time,Medium,Morning
ORD065389,CUST6351,Swiggy Instamart,49:29.5,20,Dairy,113,Items missing from order.,2,No,Yes,49,0,1,Express,Low,Off-Peak
ORD065390,CUST7000,Blinkit,53:29.5,36,Dairy,396,"Not fresh, disappointed.",2,No,Yes,53,0,1,Slow,Medium,Off-Peak
ORD065391,CUST1644,Blinkit,50:29.5,21,Snacks,208,Quick and reliable!,5,No,No,50,0,0,On-Time,Medium,Off-Peak
ORD065392,CUST8189,Swiggy Instamart,03:29.5,28,Snacks,230,Items missing from order.,2,No,Yes,3,0,1,On-Time,Medium,Off-Peak
ORD065393,CUST4094,JioMart,54:29.5,38,Snacks,204,Good quality products.,4,No,No,54,0,0,Slow,Medium,Off-Peak
ORD065394,CUST3871,Blinkit,34:29.5,22,Dairy,750,Wrong item delivered.,1,No,Yes,34,0,1,On-Time,High,Off-Peak
ORD065395,CUST1120,JioMart,20:29.5,22,Grocery,780,Excellent experience!,5,No,No,20,0,0,On-Time,High,Evening
ORD065396,CUST1621,Swiggy Instamart,51:29.5,49,Grocery,328,"Not fresh, disappointed.",2,Yes,Yes,51,1,1,Slow,Medium,Off-Peak
ORD065397,CUST9687,JioMart,10:29.5,25,Fruits & Vegetables,691,Delivery person was rude.,2,No,Yes,10,0,1,On-Time,High,Morning
ORD065398,CUST3185,JioMart,25:29.5,21,Snacks,326,Very satisfied with the service.,5,No,No,25,0,0,On-Time,Medium,Off-Peak
ORD065399,CUST3096,Swiggy Instamart,20:29.5,37,Fruits & Vegetables,663,"Horrible experience, never ordering again.",1,No,Yes,20,0,1,Slow,High,Evening
ORD065400,CUST5911,Swiggy Instamart,18:29.5,27,Fruits & Vegetables,381,Quick and reliable!,5,No,No,18,0,0,On-Time,Medium,Evening
ORD065401,CUST5380,Swiggy Instamart,29:29.5,54,Dairy,111,Wrong item delivered.,1,Yes,Yes,29,1,1,Very Late,Low,Off-Peak
ORD065402,CUST2985,JioMart,47:29.5,24,Dairy,449,"Not fresh, disappointed.",2,No,Yes,47,0,1,On-Time,Medium,Off-Peak
ORD065403,CUST4603,Blinkit,25:29.5,29,Dairy,618,Packaging could be better.,3,No,No,25,0,0,On-Time,High,Off-Peak
ORD065404,CUST1647,Swiggy Instamart,30:29.5,36,Fruits & Vegetables,449,Packaging could be better.,3,No,No,30,0,0,Slow,Medium,Off-Peak
ORD065405,CUST7283,Swiggy Instamart,47:29.5,21,Beverages,509,Good quality products.,4,No,No,47,0,0,On-Time,High,Off-Peak
ORD065406,CUST2655,Blinkit,35:29.5,31,Snacks,482,"Horrible experience, never ordering again.",1,No,Yes,35,0,1,On-Time,Medium,Off-Peak
ORD065407,CUST1002,Swiggy Instamart,09:29.5,32,Grocery,611,Good quality products.,4,No,No,9,0,0,On-Time,High,Morning
ORD065408,CUST9384,Swiggy Instamart,19:29.5,19,Beverages,981,Good quality products.,4,No,No,19,0,0,Express,High,Evening
ORD065409,CUST7078,Blinkit,52:29.5,27,Grocery,771,"Fast delivery, great service!",5,No,No,52,0,0,On-Time,High,Off-Peak
ORD065410,CUST6206,JioMart,00:29.5,26,Grocery,1050,Delivery person was rude.,2,No,Yes,0,0,1,On-Time,Premium,Off-Peak
ORD065411,CUST8960,JioMart,30:29.5,27,Beverages,659,"Fast delivery, great service!",5,No,No,30,0,0,On-Time,High,Off-Peak
ORD065412,CUST1896,JioMart,44:29.5,25,Beverages,553,Very satisfied with the service.,5,No,No,44,0,0,On-Time,High,Off-Peak
ORD065413,CUST5577,Swiggy Instamart,35:29.5,24,Dairy,547,Packaging could be better.,3,No,No,35,0,0,On-Time,High,Off-Peak
ORD065414,CUST2985,Blinkit,43:29.5,45,Snacks,484,Packaging could be better.,3,Yes,No,43,1,0,Slow,Medium,Off-Peak
ORD065415,CUST4086,JioMart,39:29.5,41,Snacks,125,"Not fresh, disappointed.",2,Yes,Yes,39,1,1,Slow,Low,Off-Peak
ORD065416,CUST7677,Blinkit,42:29.5,37,Personal Care,504,Wrong item delivered.,1,No,Yes,42,0,1,Slow,High,Off-Peak
ORD065417,CUST5172,JioMart,22:29.5,37,Beverages,554,Very satisfied with the service.,5,No,No,22,0,0,Slow,High,Evening
ORD065418,CUST1029,JioMart,10:29.5,26,Personal Care,153,"Horrible experience, never ordering again.",1,No,Yes,10,0,1,On-Time,Low,Morning
ORD065419,CUST7260,Swiggy Instamart,59:29.5,27,Beverages,260,"Easy to order, loved it!",5,No,No,59,0,0,On-Time,Medium,Off-Peak
ORD065420,CUST5491,JioMart,00:29.5,40,Fruits & Vegetables,618,Very satisfied with the service.,5,No,No,0,0,0,Slow,High,Off-Peak
ORD065421,CUST2615,JioMart,10:29.5,24,Fruits & Vegetables,685,Delivery person was rude.,2,No,Yes,10,0,1,On-Time,High,Morning
ORD065422,CUST7137,Blinkit,04:29.5,40,Grocery,1088,"Very late delivery, not happy.",2,No,Yes,4,0,1,Slow,Premium,Off-Peak
ORD065423,CUST2787,Swiggy Instamart,46:29.5,36,Snacks,250,Delivery person was rude.,2,No,Yes,46,0,1,Slow,Medium,Off-Peak
ORD065424,CUST3029,Swiggy Instamart,30:29.5,12,Beverages,612,"Easy to order, loved it!",5,No,No,30,0,0,Express,High,Off-Peak
ORD065425,CUST9343,JioMart,13:29.5,29,Dairy,380,Packaging could be better.,3,No,No,13,0,0,On-Time,Medium,Lunch
ORD065426,CUST3236,Swiggy Instamart,01:29.5,7,Fruits & Vegetables,461,Excellent experience!,5,No,No,1,0,0,Express,Medium,Off-Peak
ORD065427,CUST3976,Blinkit,57:29.5,26,Dairy,676,Very satisfied with the service.,5,No,No,57,0,0,On-Time,High,Off-Peak
ORD065428,CUST3787,Swiggy Instamart,24:29.5,15,Grocery,985,Wrong item delivered.,1,No,Yes,24,0,1,Express,High,Off-Peak
ORD065429,CUST5710,JioMart,57:29.5,16,Fruits & Vegetables,147,"Easy to order, loved it!",5,No,No,57,0,0,Express,Low,Off-Peak
ORD065430,CUST2846,Swiggy Instamart,44:29.5,42,Beverages,890,Good quality products.,4,Yes,No,44,1,0,Slow,High,Off-Peak
ORD065431,CUST4675,Swiggy Instamart,25:29.5,20,Snacks,394,Items missing from order.,2,No,Yes,25,0,1,Express,Medium,Off-Peak
ORD065432,CUST3704,JioMart,16:29.5,17,Grocery,268,Wrong item delivered.,1,No,Yes,16,0,1,Express,Medium,Off-Peak
ORD065433,CUST7106,Swiggy Instamart,48:29.5,21,Grocery,645,Quick and reliable!,5,No,No,48,0,0,On-Time,High,Off-Peak
ORD065434,CUST2011,Swiggy Instamart,23:29.5,25,Fruits & Vegetables,638,Good quality products.,4,No,No,23,0,0,On-Time,High,Off-Peak
ORD065435,CUST2276,JioMart,02:29.5,37,Fruits & Vegetables,672,"Very late delivery, not happy.",2,No,Yes,2,0,1,Slow,High,Off-Peak
ORD065436,CUST1417,JioMart,21:29.5,15,Snacks,257,"Fast delivery, great service!",5,No,No,21,0,0,Express,Medium,Evening
ORD065437,CUST3083,Blinkit,31:29.5,37,Dairy,612,"Fast delivery, great service!",5,No,No,31,0,0,Slow,High,Off-Peak
ORD065438,CUST5009,JioMart,55:29.5,12,Fruits & Vegetables,564,Quick and reliable!,5,No,No,55,0,0,Express,High,Off-Peak
ORD065439,CUST3930,JioMart,57:29.5,26,Snacks,325,Delivery person was rude.,2,No,Yes,57,0,1,On-Time,Medium,Off-Peak
ORD065440,CUST4189,Swiggy Instamart,10:29.5,28,Grocery,1500,"Not fresh, disappointed.",2,No,Yes,10,0,1,On-Time,Premium,Morning
ORD065441,CUST3589,JioMart,54:29.5,30,Grocery,1196,Very satisfied with the service.,5,No,No,54,0,0,On-Time,Premium,Off-Peak
ORD065442,CUST2983,Swiggy Instamart,07:29.5,18,Dairy,770,Wrong item delivered.,1,No,Yes,7,0,1,Express,High,Morning
ORD065443,CUST4560,JioMart,29:29.5,28,Snacks,385,Packaging could be better.,3,No,No,29,0,0,On-Time,Medium,Off-Peak
ORD065444,CUST3224,Blinkit,26:29.5,13,Dairy,380,Items missing from order.,2,No,Yes,26,0,1,Express,Medium,Off-Peak
ORD065445,CUST9851,Blinkit,58:29.5,29,Dairy,262,Excellent experience!,5,No,No,58,0,0,On-Time,Medium,Off-Peak
ORD065446,CUST6155,Swiggy Instamart,33:29.5,43,Snacks,483,"Horrible experience, never ordering again.",1,Yes,Yes,33,1,1,Slow,Medium,Off-Peak
ORD065447,CUST9311,Swiggy Instamart,44:29.5,25,Dairy,404,"Horrible experience, never ordering again.",1,No,Yes,44,0,1,On-Time,Medium,Off-Peak
ORD065448,CUST2972,Swiggy Instamart,18:29.5,24,Fruits & Vegetables,603,Items missing from order.,2,No,Yes,18,0,1,On-Time,High,Evening
ORD065449,CUST5638,Blinkit,23:29.5,31,Dairy,215,"Easy to order, loved it!",5,No,No,23,0,0,On-Time,Medium,Off-Peak
ORD065450,CUST4057,Blinkit,50:29.5,23,Beverages,627,"Horrible experience, never ordering again.",1,No,Yes,50,0,1,On-Time,High,Off-Peak
ORD065451,CUST9108,JioMart,53:29.5,42,Dairy,132,"Very late delivery, not happy.",2,Yes,Yes,53,1,1,Slow,Low,Off-Peak
ORD065452,CUST4824,JioMart,09:29.5,14,Personal Care,439,Excellent experience!,5,No,No,9,0,0,Express,Medium,Morning
ORD065453,CUST6192,Swiggy Instamart,35:29.5,42,Beverages,624,"Very late delivery, not happy.",2,Yes,Yes,35,1,1,Slow,High,Off-Peak
ORD065454,CUST1593,Blinkit,16:29.5,16,Snacks,120,Delivery person was rude.,2,No,Yes,16,0,1,Express,Low,Off-Peak
ORD065455,CUST3819,JioMart,57:29.5,27,Fruits & Vegetables,380,Quick and reliable!,5,No,No,57,0,0,On-Time,Medium,Off-Peak
ORD065456,CUST3252,Blinkit,36:29.5,20,Beverages,994,Quick and reliable!,5,No,No,36,0,0,Express,High,Off-Peak
ORD065457,CUST2636,Blinkit,00:29.5,23,Grocery,881,"Fast delivery, great service!",5,No,No,0,0,0,On-Time,High,Off-Peak
ORD065458,CUST5403,Swiggy Instamart,07:29.5,29,Dairy,590,Very satisfied with the service.,5,No,No,7,0,0,On-Time,High,Morning
ORD065459,CUST2389,Blinkit,38:29.5,41,Fruits & Vegetables,366,Very satisfied with the service.,5,Yes,No,38,1,0,Slow,Medium,Off-Peak
ORD065460,CUST7431,Swiggy Instamart,42:29.5,47,Beverages,986,Items missing from order.,2,Yes,Yes,42,1,1,Slow,High,Off-Peak
ORD065461,CUST2525,JioMart,00:29.5,34,Personal Care,1361,"Very late delivery, not happy.",2,No,Yes,0,0,1,On-Time,Premium,Off-Peak
ORD065462,CUST1858,Blinkit,35:29.5,26,Dairy,145,Excellent experience!,5,No,No,35,0,0,On-Time,Low,Off-Peak
ORD065463,CUST2382,Swiggy Instamart,07:29.5,32,Dairy,585,Good quality products.,4,No,No,7,0,0,On-Time,High,Morning
ORD065464,CUST6561,Blinkit,58:29.5,40,Personal Care,900,Wrong item delivered.,1,No,Yes,58,0,1,Slow,High,Off-Peak
ORD065465,CUST4664,Blinkit,57:29.5,41,Beverages,381,"Horrible experience, never ordering again.",1,Yes,Yes,57,1,1,Slow,Medium,Off-Peak
ORD065466,CUST3325,JioMart,34:29.5,36,Grocery,1225,"Horrible experience, never ordering again.",1,No,Yes,34,0,1,Slow,Premium,Off-Peak
ORD065467,CUST2504,Swiggy Instamart,48:29.5,31,Beverages,810,"Fast delivery, great service!",5,No,No,48,0,0,On-Time,High,Off-Peak
ORD065468,CUST1001,Blinkit,42:29.5,11,Grocery,208,Very satisfied with the service.,5,No,No,42,0,0,Express,Medium,Off-Peak
ORD065469,CUST6384,Blinkit,19:29.5,42,Fruits & Vegetables,470,Excellent experience!,5,Yes,No,19,1,0,Slow,Medium,Evening
ORD065470,CUST8854,JioMart,23:29.5,31,Beverages,345,Excellent experience!,5,No,No,23,0,0,On-Time,Medium,Off-Peak
ORD065471,CUST9231,Blinkit,49:29.5,5,Snacks,168,Packaging could be better.,3,No,No,49,0,0,Express,Low,Off-Peak
ORD065472,CUST5868,Swiggy Instamart,37:29.5,20,Dairy,179,Packaging could be better.,3,No,No,37,0,0,Express,Low,Off-Peak
ORD065473,CUST3934,Swiggy Instamart,09:29.5,38,Beverages,536,Packaging could be better.,3,No,No,9,0,0,Slow,High,Morning
ORD065474,CUST9850,Swiggy Instamart,35:29.5,26,Grocery,1162,Packaging could be better.,3,No,No,35,0,0,On-Time,Premium,Off-Peak
ORD065475,CUST2454,Blinkit,44:29.5,27,Personal Care,785,Delivery person was rude.,2,No,Yes,44,0,1,On-Time,High,Off-Peak
ORD065476,CUST5805,Blinkit,04:29.5,41,Fruits & Vegetables,562,Items missing from order.,2,Yes,Yes,4,1,1,Slow,High,Off-Peak
ORD065477,CUST5043,Swiggy Instamart,12:29.5,17,Snacks,171,Quick and reliable!,5,No,No,12,0,0,Express,Low,Lunch
ORD065478,CUST6303,Blinkit,42:29.5,26,Beverages,186,"Fast delivery, great service!",5,No,No,42,0,0,On-Time,Low,Off-Peak
ORD065479,CUST2975,JioMart,58:29.5,8,Fruits & Vegetables,253,"Horrible experience, never ordering again.",1,No,Yes,58,0,1,Express,Medium,Off-Peak
ORD065480,CUST5991,Swiggy Instamart,09:29.5,30,Personal Care,482,"Fast delivery, great service!",5,No,No,9,0,0,On-Time,Medium,Morning
ORD065481,CUST3001,JioMart,21:29.5,17,Personal Care,1447,"Easy to order, loved it!",5,No,No,21,0,0,Express,Premium,Evening
ORD065482,CUST8673,JioMart,43:29.5,26,Fruits & Vegetables,646,Good quality products.,4,No,No,43,0,0,On-Time,High,Off-Peak
ORD065483,CUST9803,Blinkit,13:29.5,18,Fruits & Vegetables,434,Items missing from order.,2,No,Yes,13,0,1,Express,Medium,Lunch
ORD065484,CUST2420,Blinkit,01:29.5,50,Fruits & Vegetables,323,Delivery person was rude.,2,Yes,Yes,1,1,1,Slow,Medium,Off-Peak
ORD065485,CUST8954,Swiggy Instamart,29:29.5,28,Snacks,226,"Easy to order, loved it!",5,No,No,29,0,0,On-Time,Medium,Off-Peak
ORD065486,CUST7661,Blinkit,49:29.5,38,Snacks,183,"Not fresh, disappointed.",2,No,Yes,49,0,1,Slow,Low,Off-Peak
ORD065487,CUST4957,JioMart,48:29.5,34,Grocery,994,Excellent experience!,5,No,No,48,0,0,On-Time,High,Off-Peak
ORD065488,CUST1353,Blinkit,18:29.5,43,Personal Care,554,"Very late delivery, not happy.",2,Yes,Yes,18,1,1,Slow,High,Evening
ORD065489,CUST2738,Swiggy Instamart,18:29.5,26,Fruits & Vegetables,400,"Horrible experience, never ordering again.",1,No,Yes,18,0,1,On-Time,Medium,Evening
ORD065490,CUST2680,Blinkit,37:29.5,24,Snacks,438,Items missing from order.,2,No,Yes,37,0,1,On-Time,Medium,Off-Peak
ORD065491,CUST2769,JioMart,48:29.5,34,Fruits & Vegetables,618,Wrong item delivered.,1,No,Yes,48,0,1,On-Time,High,Off-Peak
ORD065492,CUST6698,JioMart,25:29.5,31,Fruits & Vegetables,490,Wrong item delivered.,1,No,Yes,25,0,1,On-Time,Medium,Off-Peak
ORD065493,CUST5527,Swiggy Instamart,27:29.5,27,Grocery,1372,"Horrible experience, never ordering again.",1,No,Yes,27,0,1,On-Time,Premium,Off-Peak
ORD065494,CUST4424,Swiggy Instamart,29:29.5,31,Fruits & Vegetables,457,"Fast delivery, great service!",5,No,No,29,0,0,On-Time,Medium,Off-Peak
ORD065495,CUST2867,Blinkit,00:29.5,28,Personal Care,480,"Easy to order, loved it!",5,No,No,0,0,0,On-Time,Medium,Off-Peak
ORD065496,CUST8127,Blinkit,11:29.5,28,Snacks,477,"Not fresh, disappointed.",2,No,Yes,11,0,1,On-Time,Medium,Off-Peak
ORD065497,CUST8305,Swiggy Instamart,49:29.5,40,Snacks,391,"Fast delivery, great service!",5,No,No,49,0,0,Slow,Medium,Off-Peak
ORD065498,CUST1849,JioMart,33:29.5,32,Grocery,585,Excellent experience!,5,No,No,33,0,0,On-Time,High,Off-Peak
ORD065499,CUST2283,Blinkit,45:29.5,19,Snacks,191,Packaging could be better.,3,No,No,45,0,0,Express,Low,Off-Peak
ORD065500,CUST5790,Swiggy Instamart,58:29.5,35,Fruits & Vegetables,448,Excellent experience!,5,No,No,58,0,0,On-Time,Medium,Off-Peak
ORD065501,CUST2797,Swiggy Instamart,46:29.5,14,Grocery,1384,Delivery person was rude.,2,No,Yes,46,0,1,Express,Premium,Off-Peak
ORD065502,CUST1020,JioMart,29:29.5,28,Beverages,302,"Very late delivery, not happy.",2,No,Yes,29,0,1,On-Time,Medium,Off-Peak
ORD065503,CUST5942,Swiggy Instamart,56:29.5,46,Beverages,980,Quick and reliable!,5,Yes,No,56,1,0,Slow,High,Off-Peak
ORD065504,CUST9549,Blinkit,05:29.5,45,Fruits & Vegetables,471,Wrong item delivered.,1,Yes,Yes,5,1,1,Slow,Medium,Off-Peak
ORD065505,CUST3247,Blinkit,05:29.5,19,Beverages,966,Excellent experience!,5,No,No,5,0,0,Express,High,Off-Peak
ORD065506,CUST1448,Swiggy Instamart,34:29.5,25,Beverages,426,Very satisfied with the service.,5,No,No,34,0,0,On-Time,Medium,Off-Peak
ORD065507,CUST7658,Swiggy Instamart,26:29.5,20,Personal Care,1172,Good quality products.,4,No,No,26,0,0,Express,Premium,Off-Peak
ORD065508,CUST5298,JioMart,28:29.5,40,Dairy,571,Quick and reliable!,5,No,No,28,0,0,Slow,High,Off-Peak
ORD065509,CUST6700,JioMart,29:29.5,28,Fruits & Vegetables,394,Delivery person was rude.,2,No,Yes,29,0,1,On-Time,Medium,Off-Peak
ORD065510,CUST7233,Swiggy Instamart,05:29.5,36,Fruits & Vegetables,696,"Easy to order, loved it!",5,No,No,5,0,0,Slow,High,Off-Peak
ORD065511,CUST3386,Blinkit,45:29.5,30,Fruits & Vegetables,198,Wrong item delivered.,1,No,Yes,45,0,1,On-Time,Low,Off-Peak
ORD065512,CUST1486,JioMart,15:29.5,27,Personal Care,660,"Easy to order, loved it!",5,No,No,15,0,0,On-Time,High,Off-Peak
ORD065513,CUST1419,Swiggy Instamart,24:29.5,7,Beverages,646,Good quality products.,4,No,No,24,0,0,Express,High,Off-Peak
ORD065514,CUST9963,JioMart,04:29.5,31,Snacks,282,Excellent experience!,5,No,No,4,0,0,On-Time,Medium,Off-Peak
ORD065515,CUST4087,JioMart,32:29.5,33,Personal Care,1851,Quick and reliable!,5,No,No,32,0,0,On-Time,Premium,Off-Peak
ORD065516,CUST3890,JioMart,55:29.5,22,Dairy,460,"Not fresh, disappointed.",2,No,Yes,55,0,1,On-Time,Medium,Off-Peak
ORD065517,CUST9106,JioMart,12:29.5,28,Fruits & Vegetables,219,"Not fresh, disappointed.",2,No,Yes,12,0,1,On-Time,Medium,Lunch
ORD065518,CUST4120,JioMart,33:29.5,29,Grocery,664,"Horrible experience, never ordering again.",1,No,Yes,33,0,1,On-Time,High,Off-Peak
ORD065519,CUST8100,JioMart,32:29.5,29,Snacks,87,Items missing from order.,2,No,Yes,32,0,1,On-Time,Low,Off-Peak
ORD065520,CUST7030,Blinkit,05:29.5,29,Grocery,224,Items missing from order.,2,No,Yes,5,0,1,On-Time,Medium,Off-Peak
ORD065521,CUST3377,JioMart,03:29.5,22,Grocery,471,Very satisfied with the service.,5,No,No,3,0,0,On-Time,Medium,Off-Peak
ORD065522,CUST4351,Swiggy Instamart,46:29.5,22,Personal Care,981,"Very late delivery, not happy.",2,No,Yes,46,0,1,On-Time,High,Off-Peak
ORD065523,CUST8464,Swiggy Instamart,07:29.5,33,Snacks,326,Quick and reliable!,5,No,No,7,0,0,On-Time,Medium,Morning
ORD065524,CUST3143,JioMart,54:29.5,24,Beverages,101,"Not fresh, disappointed.",2,No,Yes,54,0,1,On-Time,Low,Off-Peak
ORD065525,CUST7115,JioMart,46:29.5,32,Personal Care,1025,Packaging could be better.,3,No,No,46,0,0,On-Time,Premium,Off-Peak
ORD065526,CUST3068,Swiggy Instamart,58:29.5,26,Dairy,766,Wrong item delivered.,1,No,Yes,58,0,1,On-Time,High,Off-Peak
ORD065527,CUST1841,JioMart,17:29.5,15,Grocery,1306,Excellent experience!,5,No,No,17,0,0,Express,Premium,Off-Peak
ORD065528,CUST6167,Swiggy Instamart,35:29.5,31,Beverages,571,"Easy to order, loved it!",5,No,No,35,0,0,On-Time,High,Off-Peak
ORD065529,CUST7205,Swiggy Instamart,27:29.5,36,Personal Care,1104,"Easy to order, loved it!",5,No,No,27,0,0,Slow,Premium,Off-Peak
ORD065530,CUST6747,Blinkit,21:29.5,38,Personal Care,415,"Horrible experience, never ordering again.",1,No,Yes,21,0,1,Slow,Medium,Evening
ORD065531,CUST7750,Blinkit,48:29.5,25,Snacks,305,Good quality products.,4,No,No,48,0,0,On-Time,Medium,Off-Peak
ORD065532,CUST8607,Swiggy Instamart,25:29.5,32,Personal Care,1458,"Easy to order, loved it!",5,No,No,25,0,0,On-Time,Premium,Off-Peak
ORD065533,CUST2549,JioMart,57:29.5,24,Beverages,158,Very satisfied with the service.,5,No,No,57,0,0,On-Time,Low,Off-Peak
ORD065534,CUST7973,Swiggy Instamart,41:29.5,44,Beverages,252,Delivery person was rude.,2,Yes,Yes,41,1,1,Slow,Medium,Off-Peak
ORD065535,CUST8285,Swiggy Instamart,02:29.5,27,Personal Care,1660,Wrong item delivered.,1,No,Yes,2,0,1,On-Time,Premium,Off-Peak
ORD065536,CUST2175,JioMart,46:29.5,15,Grocery,622,Excellent experience!,5,No,No,46,0,0,Express,High,Off-Peak
ORD065537,CUST3332,Blinkit,43:29.5,37,Beverages,437,Good quality products.,4,No,No,43,0,0,Slow,Medium,Off-Peak
ORD065538,CUST8600,Swiggy Instamart,07:29.5,26,Personal Care,634,"Very late delivery, not happy.",2,No,Yes,7,0,1,On-Time,High,Morning
ORD065539,CUST6090,Blinkit,21:29.5,49,Personal Care,840,Wrong item delivered.,1,Yes,Yes,21,1,1,Slow,High,Evening
ORD065540,CUST5440,JioMart,45:29.5,31,Snacks,384,Packaging could be better.,3,No,No,45,0,0,On-Time,Medium,Off-Peak
ORD065541,CUST1310,Blinkit,24:29.5,27,Fruits & Vegetables,261,Excellent experience!,5,No,No,24,0,0,On-Time,Medium,Off-Peak
ORD065542,CUST2587,JioMart,42:29.5,24,Beverages,972,Excellent experience!,5,No,No,42,0,0,On-Time,High,Off-Peak
ORD065543,CUST4740,JioMart,02:29.5,18,Grocery,1359,"Not fresh, disappointed.",2,No,Yes,2,0,1,Express,Premium,Off-Peak
ORD065544,CUST1356,Blinkit,30:29.5,39,Dairy,506,"Fast delivery, great service!",5,No,No,30,0,0,Slow,High,Off-Peak
ORD065545,CUST6704,Swiggy Instamart,10:29.5,13,Fruits & Vegetables,457,"Not fresh, disappointed.",2,No,Yes,10,0,1,Express,Medium,Morning
ORD065546,CUST8381,Swiggy Instamart,44:29.5,35,Beverages,918,Packaging could be better.,3,No,No,44,0,0,On-Time,High,Off-Peak
ORD065547,CUST3139,JioMart,15:29.5,21,Dairy,437,"Very late delivery, not happy.",2,No,Yes,15,0,1,On-Time,Medium,Off-Peak
ORD065548,CUST6262,Blinkit,54:29.5,22,Beverages,259,Very satisfied with the service.,5,No,No,54,0,0,On-Time,Medium,Off-Peak
ORD065549,CUST4311,Blinkit,24:29.5,37,Personal Care,1161,"Horrible experience, never ordering again.",1,No,Yes,24,0,1,Slow,Premium,Off-Peak
ORD065550,CUST5064,Blinkit,31:29.5,21,Snacks,220,Very satisfied with the service.,5,No,No,31,0,0,On-Time,Medium,Off-Peak
ORD065551,CUST3704,Blinkit,50:29.5,27,Dairy,717,"Easy to order, loved it!",5,No,No,50,0,0,On-Time,High,Off-Peak
ORD065552,CUST6070,JioMart,59:29.5,36,Personal Care,250,Wrong item delivered.,1,No,Yes,59,0,1,Slow,Medium,Off-Peak
ORD065553,CUST8448,Blinkit,09:29.5,42,Snacks,228,Excellent experience!,5,Yes,No,9,1,0,Slow,Medium,Morning
ORD065554,CUST1712,Blinkit,17:29.5,24,Personal Care,982,Good quality products.,4,No,No,17,0,0,On-Time,High,Off-Peak
ORD065555,CUST8506,Swiggy Instamart,42:29.5,28,Beverages,585,"Horrible experience, never ordering again.",1,No,Yes,42,0,1,On-Time,High,Off-Peak
ORD065556,CUST4238,JioMart,42:29.5,20,Dairy,627,"Very late delivery, not happy.",2,No,Yes,42,0,1,Express,High,Off-Peak
ORD065557,CUST1267,Blinkit,04:29.5,17,Dairy,668,Good quality products.,4,No,No,4,0,0,Express,High,Off-Peak
ORD065558,CUST7488,Blinkit,26:29.5,29,Dairy,549,"Not fresh, disappointed.",2,No,Yes,26,0,1,On-Time,High,Off-Peak
ORD065559,CUST7968,JioMart,24:29.5,37,Snacks,98,Items missing from order.,2,No,Yes,24,0,1,Slow,Low,Off-Peak
ORD065560,CUST9979,JioMart,49:29.5,22,Beverages,290,Good quality products.,4,No,No,49,0,0,On-Time,Medium,Off-Peak
